timestamp,user_id,age,gender,location,device_type,listening_time_mins,sessions_per_day,time_of_day,day_of_week,preferred_genre,preferred_artist,recent_skip_rate,subscription_type,song_id,title,artist,album,genre,release_year,language,duration_sec,popularity,explicit,tempo,key,mode,time_signature,energy,danceability,acousticness,instrumentalness,liveness,valence,loudness,speechiness,lyrics_sentiment,emotion_tag,play_count,skip_count,added_to_playlist,finished_song,time_spent_on_song,repeat_count,first_time_listening,context_type,song_position_in_session,session_duration_mins,liked
1/1/2021 0:00,1040,35,Female,US,Mobile,3,2,Afternoon,Weekday,Rock,ArtistB,0.08048794400939725,Premium,10122,SongA,ArtistB,AlbumX,Pop,2023,English,301,88,No,129.74112735570728,1,Major,3,0.5688810900782154,0.3537824345725357,0.25806701575530083,0.14815178932548848,0.1090314645160018,0.6845135869212167,-15.66056971,0.10467815613718244,Positive,Sad,5,2,0,1,109,1,0,Relax,10,31,0
1/1/2021 0:30,1000,45,Male,US,Mobile,28,1,Evening,Weekday,Pop,ArtistA,0.1378694788654474,Premium,10168,SongC,ArtistA,AlbumZ,Pop,2013,Spanish,184,17,No,105.30046275471913,6,Major,4,0.7592814584741523,0.6579284125820486,0.14774047119132144,0.06724342200229251,0.07738448304441943,0.7779520899735783,-3.802689716,0.20042760142983715,Positive,Happy,7,1,1,1,116,1,0,Workout,6,38,0
1/1/2021 1:00,1025,35,Other,US,Mobile,65,3,Afternoon,Weekday,Pop,ArtistA,0.29815147027096733,Free,10165,SongB,ArtistB,AlbumZ,Jazz,2013,Spanish,165,58,No,132.40855970840926,1,Major,4,0.5381796779695668,0.6151892293964105,0.6499333800441004,0.2543706716610425,0.08983193397887672,0.7105323399188685,-10.00604192,0.08296659933396021,Positive,Sad,5,0,0,0,172,1,0,Workout,8,25,1
1/1/2021 1:30,1049,45,Male,US,Smart Speaker,2,1,Afternoon,Weekend,Pop,ArtistB,0.15444883212260976,Free,10184,SongB,ArtistB,AlbumZ,Rock,2024,English,207,72,No,114.13353239808274,1,Major,5,0.7689031863492233,0.8127946624215464,0.34126891202407994,0.433109964240673,0.134263068854727,0.47514622468834217,-11.68115547,0.2550218775115898,Positive,Calm,5,0,0,1,172,0,1,Relax,8,49,0
1/1/2021 2:00,1011,45,Male,UK,Mobile,44,1,Evening,Weekday,Jazz,ArtistA,0.10767415080949026,Free,10091,SongD,ArtistA,AlbumZ,Pop,2021,English,200,40,No,124.51348991480788,6,Major,4,0.33482898136560596,0.4710744956791193,0.5359152770444345,0.14447728573911087,0.003084415334171591,0.3609104188181238,-8.80073301,0.08097456676851571,Negative,Sad,4,0,1,0,178,1,0,Relax,2,25,0
1/1/2021 2:30,1014,45,Female,US,Smart Speaker,5,2,Morning,Weekday,EDM,ArtistC,0.3676891852431615,Free,10011,SongB,ArtistB,AlbumZ,Jazz,2019,English,256,46,Yes,115.76245576585285,6,Major,3,0.9776104718478154,0.5894954661336662,0.11512298987591392,0.17947082568580036,0.03635988671753835,0.3055717929256932,-12.59004314,0.27230258997908363,Neutral,Happy,3,0,0,1,89,1,1,Workout,3,45,1
1/1/2021 3:00,1046,25,Male,US,Mobile,36,1,Afternoon,Weekend,Pop,ArtistA,0.37996822549693904,Free,10006,SongA,ArtistC,AlbumZ,Pop,2024,English,139,60,No,101.05732873271069,1,Major,4,0.7582980555282323,0.565845802407885,0.17084570157289822,0.12501131524460338,0.0537232090465112,0.665634067155554,-13.14431528,0.165705313667602,Positive,Happy,4,1,0,1,193,3,0,Party,7,29,0
1/1/2021 3:30,1002,35,Male,UK,Mobile,45,2,Evening,Weekend,Jazz,ArtistA,0.36153281043490065,Free,10038,SongA,ArtistA,AlbumZ,Pop,2014,Spanish,206,55,No,108.9291208857018,3,Major,4,0.8566828608336601,0.6759419137288164,0.22253107571965208,0.14079611213009816,0.23402325109039865,0.3705259881180129,-7.385853701,0.7511591813824424,Negative,Calm,3,0,0,0,189,1,0,Party,8,39,1
1/1/2021 4:00,1023,25,Other,US,Mobile,2,1,Afternoon,Weekday,EDM,ArtistB,0.34920238669963016,Free,10152,SongA,ArtistA,AlbumX,Pop,2022,Spanish,254,61,No,103.92997137140152,11,Major,4,0.7934677937124086,0.8294236139109733,0.43846511880704486,0.10285385657118852,0.24046775168710322,0.7647769053807355,-9.083891529,0.6077809555545945,Positive,Happy,1,1,0,1,124,1,0,Workout,1,19,1
1/1/2021 4:30,1024,25,Female,IN,Desktop,109,1,Afternoon,Weekday,Pop,ArtistC,0.2788773974578872,Premium,10130,SongA,ArtistA,AlbumZ,Pop,2024,English,289,46,No,118.68528858476711,2,Major,4,0.8578591565127193,0.6897489437759564,0.5677922898536166,0.3129898957540952,0.24582354671906081,0.7680984762199312,-9.913197736,0.4138317764426043,Positive,Happy,5,0,0,1,131,0,1,Commute,1,22,1
